Incident_ID,Incident_Date,State,City Or County,Address,Full Address,Latitude,Longitude,Killed,Injured,Operations,label_col
2189611,12/14/2021,Virginia,Hopewell,400 S Mesa Dr,Virginia Hopewell 400 S Mesa Dr,37.2898473,-77.3154809,0,0,School Incidents,Killed: 0 Injured:0
2192366,12/14/2021,Ohio,Columbus,1441 Bethel Rd,Ohio Columbus 1441 Bethel Rd,40.0620478,-83.0583496,0,0,School Incidents,Killed: 0 Injured:0
2191671,12/14/2021,Ohio,Columbus,1441 Bethel Rd,Ohio Columbus 1441 Bethel Rd,40.0620478,-83.0583496,0,0,School Incidents,Killed: 0 Injured:0
2189556,12/14/2021,South Carolina,North Charleston,6015 Murray Dr,South Carolina North Charleston 6015 Murray Dr,32.9150412,-80.0071158,0,0,School Incidents,Killed: 0 Injured:0
2188706,12/13/2021,North Carolina,Charlotte,2219 Senior Dr,North Carolina Charlotte 2219 Senior Dr,35.2658345,-80.8595996,0,0,School Incidents,Killed: 0 Injured:0
2188893,12/13/2021,North Carolina,Raleigh,723 St Marys St,North Carolina Raleigh 723 St Marys St,35.7913704,-78.6524176,0,0,School Incidents,Killed: 0 Injured:0
2189244,12/13/2021,Florida,Orlando,650 E River Falcons Way,Florida Orlando 650 E River Falcons Way,28.5572597,-81.13107,0,0,School Incidents,Killed: 0 Injured:0
2189268,12/13/2021,Florida,Lynn Haven,1903 FL-390,Florida Lynn Haven 1903 FL-390,30.2278214,-85.6556892,0,0,School Incidents,Killed: 0 Injured:0
2189547,12/13/2021,Utah,Salt Lake City,241 N 300 W,Utah Salt Lake City 241 N 300 W,40.7741936,-111.9012937,0,0,School Incidents,Killed: 0 Injured:0
2188668,12/13/2021,Nevada,Las Vegas,2050 Sapphire Stone Ave,Nevada Las Vegas 2050 Sapphire Stone Ave,36.1944661,-115.1671,0,0,School Incidents,Killed: 0 Injured:0
2189917,12/13/2021,Louisiana,Mangham,810 Main St,Louisiana Mangham 810 Main St,32.3103692,-91.7871005,0,0,School Incidents,Killed: 0 Injured:0
2187357,12/11/2021,Georgia,Gray,339 Railroad St,Georgia Gray 339 Railroad St,32.9923563,-83.5303406,0,0,School Incidents,Killed: 0 Injured:0
2191615,12/11/2021,South Carolina,Anderson,806 Pearman Dairy Rd,South Carolina Anderson 806 Pearman Dairy Rd,34.517249,-82.6893499,0,0,School Incidents,Killed: 0 Injured:0
2188952,12/10/2021,Arkansas,Hot Springs National Park (Hot Springs),201 Emory St,Arkansas Hot Springs National Park (Hot Springs) 201 Emory St,34.5268918,-93.0688896,0,0,School Incidents,Killed: 0 Injured:0
2187086,12/10/2021,Ohio,Columbus,3245 Oak Spring St,Ohio Columbus 3245 Oak Spring St,40.039168,-82.9237679,0,0,School Incidents,Killed: 0 Injured:0
2188533,12/10/2021,Wisconsin,Racine,2701 Drexel Ave,Wisconsin Racine 2701 Drexel Ave,42.6996533,-87.8118346,0,0,School Incidents,Killed: 0 Injured:0
2186811,12/10/2021,Florida,Seminole,8401 131st St N,Florida Seminole 8401 131st St N,27.8495217,-82.8172388,0,0,School Incidents,Killed: 0 Injured:0
2186738,12/9/2021,Virginia,Norfolk,2601 Corprew Ave,Virginia Norfolk 2601 Corprew Ave,36.8490397,-76.2586383,0,0,School Incidents,Killed: 0 Injured:0
2185825,12/9/2021,Tennessee,Harrison,5728 TN-58,Tennessee Harrison 5728 TN-58,35.1084639,-85.1351941,0,0,School Incidents,Killed: 0 Injured:0
2187967,12/9/2021,Mississippi,Starkville,603 Yellow Jacket Dr,Mississippi Starkville 603 Yellow Jacket Dr,33.4514316,-88.8212733,0,0,School Incidents,Killed: 0 Injured:0
2186650,12/9/2021,Tennessee,Memphis,N/A,Tennessee Memphis N/A,35.0706526,-89.8606662,0,0,School Incidents,Killed: 0 Injured:0
2185964,12/9/2021,North Carolina,Huntsville,11201 Old Statesville Rd,North Carolina Huntsville 11201 Old Statesville Rd,35.3726846,-80.8341696,0,0,School Incidents,Killed: 0 Injured:0
2185963,12/9/2021,North Carolina,Charlotte,2219 Senior Dr,North Carolina Charlotte 2219 Senior Dr,35.2658345,-80.8595996,0,0,School Incidents,Killed: 0 Injured:0
2185936,12/9/2021,Alabama,Montgomery,225 Ann St,Alabama Montgomery 225 Ann St,32.3786028,-86.2711679,0,0,School Incidents,Killed: 0 Injured:0
2190356,12/9/2021,Florida,Lake Wales,1 Highlander Way,Florida Lake Wales 1 Highlander Way,27.9167112,-81.5788581,0,0,School Incidents,Killed: 0 Injured:0
2185847,12/9/2021,North Carolina,Winston Salem (Winston-salem),2355 Pleasant St,North Carolina Winston Salem (Winston-salem) 2355 Pleasant St,36.0644008,-80.2058997,0,0,School Incidents,Killed: 0 Injured:0
2186434,12/9/2021,Florida,Tallahassee,1717 W Tharpe St,Florida Tallahassee 1717 W Tharpe St,30.4612456,-84.3161136,0,0,School Incidents,Killed: 0 Injured:0
2186312,12/9/2021,Indiana,Indianapolis,9500 E 16th St,Indiana Indianapolis 9500 E 16th St,39.7923501,-85.9987618,0,0,School Incidents,Killed: 0 Injured:0
2185874,12/8/2021,Minnesota,Saint Paul,270 Larpenteur Ave W,Minnesota Saint Paul 270 Larpenteur Ave W,44.9911822,-93.1117438,0,0,School Incidents,Killed: 0 Injured:0
2185084,12/8/2021,North Carolina,Elon,1731 N NC-87,North Carolina Elon 1731 N NC-87,36.1529299,-79.4992999,0,0,School Incidents,Killed: 0 Injured:0
2185510,12/8/2021,New Jersey,Lawrence Township (Lawrenceville),2525 Princeton Pike,New Jersey Lawrence Township (Lawrenceville) 2525 Princeton Pike,40.2655175,-74.7309635,0,0,School Incidents,Killed: 0 Injured:0
2185206,12/8/2021,North Carolina,Elizabeth City,1701 River Rd,North Carolina Elizabeth City 1701 River Rd,36.2754945,-76.1976634,0,0,School Incidents,Killed: 0 Injured:0
2185251,12/8/2021,North Carolina,Cary,638 Walnut St,North Carolina Cary 638 Walnut St,35.7720027,-78.7651183,0,0,School Incidents,Killed: 0 Injured:0
2185672,12/8/2021,California,Redlands,515 Texas St,California Redlands 515 Texas St,34.0598173,-117.1917492,0,0,School Incidents,Killed: 0 Injured:0
2185566,12/8/2021,Pennsylvania,Clairton,501 Waddell Ave,Pennsylvania Clairton 501 Waddell Ave,40.2943944,-79.8862177,0,0,School Incidents,Killed: 0 Injured:0
2185506,12/8/2021,Alabama,Montgomery,209 Perry Hill Rd,Alabama Montgomery 209 Perry Hill Rd,32.3801661,-86.2451175,0,0,School Incidents,Killed: 0 Injured:0
2185315,12/8/2021,Missouri,Kansas City,6401 The Paseo Blvd,Missouri Kansas City 6401 The Paseo Blvd,39.0112824,-94.5673969,0,2,School Incidents,Killed: 0 Injured:2
2184484,12/7/2021,Tennessee,Clarksville,1237 Rossview Rd,Tennessee Clarksville 1237 Rossview Rd,36.558425,-87.2558166,0,0,School Incidents,Killed: 0 Injured:0
2184488,12/7/2021,North Carolina,Southern Pines,250 Voit Gilmore Ln,North Carolina Southern Pines 250 Voit Gilmore Ln,35.184817,-79.4348009,0,0,School Incidents,Killed: 0 Injured:0
2184306,12/7/2021,Michigan,Lansing,3900 Stabler St,Michigan Lansing 3900 Stabler St,42.6931191,-84.556779,0,0,School Incidents,Killed: 0 Injured:0
2184215,12/7/2021,Minnesota,Minneapolis,3131 S 19th Ave,Minnesota Minneapolis 3131 S 19th Ave,44.9455996,-93.2442208,0,0,School Incidents,Killed: 0 Injured:0
2185514,12/7/2021,Georgia,Cordele,500 E 14th Ave,Georgia Cordele 500 E 14th Ave,31.9657707,-83.7755737,0,0,School Incidents,Killed: 0 Injured:0
2185347,12/7/2021,Ohio,Ravenna,7075 OH-88,Ohio Ravenna 7075 OH-88,41.1851178,-81.2246729,0,0,School Incidents,Killed: 0 Injured:0
2183697,12/6/2021,Colorado,Colorado Springs,6888 Black Forest Rd,Colorado Colorado Springs 6888 Black Forest Rd,38.9314843,-104.7030352,0,0,School Incidents,Killed: 0 Injured:0
2184357,12/6/2021,South Carolina,Columbia,7500 Brookfield Rd,South Carolina Columbia 7500 Brookfield Rd,34.0563941,-80.9376066,0,0,School Incidents,Killed: 0 Injured:0
2191738,12/6/2021,Maryland,Gambrills,2291 Davidsonville Rd,Maryland Gambrills 2291 Davidsonville Rd,39.0005567,-76.6695173,0,0,School Incidents,Killed: 0 Injured:0
2183446,12/6/2021,South Carolina,North Charleston,1087 E Montague Ave,South Carolina North Charleston 1087 E Montague Ave,32.8806786,-79.9788917,0,0,School Incidents,Killed: 0 Injured:0
2183685,12/6/2021,California,Los Angeles,1500 block of E Denni St,California Los Angeles 1500 block of E Denni St,33.7853738,-118.2449758,1,2,School Incidents,Killed: 1 Injured:2
2183764,12/6/2021,Tennessee,Hermitage,441 Tyler Dr,Tennessee Hermitage 441 Tyler Dr,36.1987488,-86.610947,0,0,School Incidents,Killed: 0 Injured:0
2183006,12/5/2021,Virginia,Petersburg,4010 J Mitchell Jones Dr,Virginia Petersburg 4010 J Mitchell Jones Dr,37.2279279,-77.4019267,1,0,School Incidents,Killed: 1 Injured:0
2182807,12/5/2021,North Carolina,Raleigh,2110 Avent Ferry Rd,North Carolina Raleigh 2110 Avent Ferry Rd,35.779865,-78.6766072,0,0,School Incidents,Killed: 0 Injured:0
2183330,12/5/2021,Connecticut,West Haven,300 Boston Post Rd,Connecticut West Haven 300 Boston Post Rd,41.2921549,-72.9619899,0,0,School Incidents,Killed: 0 Injured:0
2183703,12/3/2021,Colorado,Fountain,515 N Santa Fe Ave,Colorado Fountain 515 N Santa Fe Ave,38.6866188,-104.7057043,0,0,School Incidents,Killed: 0 Injured:0
2182341,12/3/2021,Ohio,Toledo,1755 E Broadway St,Ohio Toledo 1755 E Broadway St,41.6187228,-83.5114351,0,0,School Incidents,Killed: 0 Injured:0
2184389,12/3/2021,Missouri,Saint Louis,3935 Enright Ave,Missouri Saint Louis 3935 Enright Ave,38.6451643,-90.2382088,0,0,School Incidents,Killed: 0 Injured:0
2188654,12/3/2021,Connecticut,Farmington,10 Monteith Dr,Connecticut Farmington 10 Monteith Dr,41.751921,-72.8670558,0,0,School Incidents,Killed: 0 Injured:0
2185675,12/3/2021,California,Lancaster,3730 E Avenue J,California Lancaster 3730 E Avenue J,34.6896235,-118.0639655,0,0,School Incidents,Killed: 0 Injured:0
2205554,12/3/2021,Ohio,Dayton (Centerville),500 E Franklin St,Ohio Dayton (Centerville) 500 E Franklin St,39.6269909,-84.1482953,0,0,School Incidents,Killed: 0 Injured:0
2181967,12/3/2021,Florida,Melbourne,150 W University Blvd,Florida Melbourne 150 W University Blvd,28.0600083,-80.6244747,1,0,School Incidents,Killed: 1 Injured:0
2181895,12/3/2021,Alabama,Selma,7975 US-80,Alabama Selma 7975 US-80,32.3272272,-86.9292514,0,0,School Incidents,Killed: 0 Injured:0
2180889,12/2/2021,Wisconsin,Madison,702 Pflaum Rd,Wisconsin Madison 702 Pflaum Rd,43.0634551,-89.319582,0,0,School Incidents,Killed: 0 Injured:0
2180722,12/2/2021,Texas,Katy,23440 Cinco Ranch Blvd,Texas Katy 23440 Cinco Ranch Blvd,29.7462367,-95.7780485,0,0,School Incidents,Killed: 0 Injured:0
2182816,12/2/2021,North Carolina,Charlotte,1100 Eastway Dr,North Carolina Charlotte 1100 Eastway Dr,35.2410639,-80.7830071,0,0,School Incidents,Killed: 0 Injured:0
2182146,12/2/2021,Texas,Houston,4400 Aldine Mail Rte Rd,Texas Houston 4400 Aldine Mail Rte Rd,29.9016011,-95.3277334,0,0,School Incidents,Killed: 0 Injured:0
2182055,12/2/2021,California,Bakersfield,1200 New Stine Rd,California Bakersfield 1200 New Stine Rd,35.3432146,-119.0597304,0,0,School Incidents,Killed: 0 Injured:0
2181133,12/2/2021,North Carolina,Lumberton,1520 Martin Luther King Jr Dr,North Carolina Lumberton 1520 Martin Luther King Jr Dr,34.610567,-79.0225231,0,0,School Incidents,Killed: 0 Injured:0
2181122,12/2/2021,Ohio,Harrison,9860 West Rd,Ohio Harrison 9860 West Rd,39.2554867,-84.7698375,0,0,School Incidents,Killed: 0 Injured:0
2180917,12/2/2021,Virginia,Lexington,143 Greenhouse Rd,Virginia Lexington 143 Greenhouse Rd,37.8021001,-79.4222119,0,0,School Incidents,Killed: 0 Injured:0
2181024,12/2/2021,Arkansas,Jonesboro,4201 Chieftain Ln,Arkansas Jonesboro 4201 Chieftain Ln,35.835696,-90.7051346,0,0,School Incidents,Killed: 0 Injured:0
2182422,12/2/2021,California,Marysville,12 18th St,California Marysville 12 18th St,39.154793,-121.5868551,0,0,School Incidents,Killed: 0 Injured:0
2181712,12/2/2021,Tennessee,Nashville,110 Gallatin Ave,Tennessee Nashville 110 Gallatin Ave,36.179916,-86.7511443,0,0,School Incidents,Killed: 0 Injured:0
2180869,12/1/2021,Nevada,Las Vegas,2575 Los Feliz St,Nevada Las Vegas 2575 Los Feliz St,36.205372,-115.0200931,0,0,School Incidents,Killed: 0 Injured:0
2185048,12/1/2021,Missouri,Saint Louis,6131 Leona St,Missouri Saint Louis 6131 Leona St,38.5691025,-90.2693034,0,0,School Incidents,Killed: 0 Injured:0
2179908,12/1/2021,New York,Brooklyn,283 Adams St,New York Brooklyn 283 Adams St,40.6946321,-73.9884265,0,0,School Incidents,Killed: 0 Injured:0
2182141,12/1/2021,Texas,Pasadena,2121 Cherry Brook Ln,Texas Pasadena 2121 Cherry Brook Ln,29.6777647,-95.1821616,0,0,School Incidents,Killed: 0 Injured:0
2180130,12/1/2021,Michigan,Southfield,21705 Evergreen Rd,Michigan Southfield 21705 Evergreen Rd,42.4509284,-83.2410654,0,0,School Incidents,Killed: 0 Injured:0
2179887,12/1/2021,Iowa,Pleasant Hill,8325 NE University Ave,Iowa Pleasant Hill 8325 NE University Ave,41.6003817,-93.4357697,0,0,School Incidents,Killed: 0 Injured:0
2178940,11/30/2021,North Carolina,Charlotte,2001 Alleghany St,North Carolina Charlotte 2001 Alleghany St,35.2361327,-80.9040952,0,0,School Incidents,Killed: 0 Injured:0
2179879,11/30/2021,Texas,Katy,23440 Cinco Ranch Blvd,Texas Katy 23440 Cinco Ranch Blvd,29.7462367,-95.7780485,0,0,School Incidents,Killed: 0 Injured:0
2178487,11/30/2021,Michigan,Oxford,745 N Oxford Rd,Michigan Oxford 745 N Oxford Rd,42.8382865,-83.2618071,4,7,School Incidents,Killed: 4 Injured:7
2179703,11/30/2021,District of Columbia,Washington,1700 East Capitol St NE,District of Columbia Washington 1700 East Capitol St NE,38.8903247,-76.9795263,0,0,School Incidents,Killed: 0 Injured:0
2179189,11/30/2021,Tennessee,Humboldt,2600 Viking Dr,Tennessee Humboldt 2600 Viking Dr,35.8421757,-88.9079431,2,1,School Incidents,Killed: 2 Injured:1
2177984,11/29/2021,Illinois,Bradley,700 W North St,Illinois Bradley 700 W North St,41.1495126,-87.8686509,0,0,School Incidents,Killed: 0 Injured:0
2177903,11/29/2021,Missouri,Saint Louis,900 block of N Euclid Ave,Missouri Saint Louis 900 block of N Euclid Ave,38.6543668,-90.2597432,0,1,School Incidents,Killed: 0 Injured:1
2177704,11/29/2021,South Carolina,Union,1163 Lakeside Dr,South Carolina Union 1163 Lakeside Dr,34.7499144,-81.606334,0,0,School Incidents,Killed: 0 Injured:0
2178809,11/29/2021,South Carolina,Lexington,5643 Platt Springs Rd,South Carolina Lexington 5643 Platt Springs Rd,33.9053159,-81.2341563,0,0,School Incidents,Killed: 0 Injured:0
2178866,11/29/2021,South Carolina,North Charleston,8642 River Oaks Dr,South Carolina North Charleston 8642 River Oaks Dr,32.9086458,-80.1253449,0,0,School Incidents,Killed: 0 Injured:0
2177708,11/29/2021,Pennsylvania,Philadelphia,100 block of W Wyoming Ave,Pennsylvania Philadelphia 100 block of W Wyoming Ave,40.0214611,-75.1245104,1,0,School Incidents,Killed: 1 Injured:0
2179695,11/29/2021,Kentucky,Paris,3343 Lexington Rd,Kentucky Paris 3343 Lexington Rd,38.1940805,-84.27372,0,0,School Incidents,Killed: 0 Injured:0
2178326,11/29/2021,Arizona,Laveen,3921 W Baseline Rd,Arizona Laveen 3921 W Baseline Rd,33.3765327,-112.145257,0,1,School Incidents,Killed: 0 Injured:1
2179303,11/29/2021,North Dakota,Fargo,2120 9th St S,North Dakota Fargo 2120 9th St S,46.8454524,-96.7920316,0,0,School Incidents,Killed: 0 Injured:0
2176411,11/26/2021,California,Campbell,4805 Westmont Ave,California Campbell 4805 Westmont Ave,37.2713611,-121.9844392,0,2,School Incidents,Killed: 0 Injured:2
2173736,11/23/2021,Kentucky,Louisville,3000 Dundee Rd,Kentucky Louisville 3000 Dundee Rd,38.2133812,-85.6887094,0,0,School Incidents,Killed: 0 Injured:0
2173747,11/23/2021,Kentucky,Louisville,1900 S 7th St,Kentucky Louisville 1900 S 7th St,38.2216281,-85.776516,0,0,School Incidents,Killed: 0 Injured:0
2175239,11/23/2021,Arizona,Tucson,3901 W Linda Vista Blvd,Arizona Tucson 3901 W Linda Vista Blvd,32.3795625,-111.0483693,0,0,School Incidents,Killed: 0 Injured:0
2176012,11/23/2021,Iowa,Waukee,2605 SE LA Grant Pkwy,Iowa Waukee 2605 SE LA Grant Pkwy,41.581037,-93.8684867,0,0,School Incidents,Killed: 0 Injured:0
2173906,11/22/2021,Michigan,Grand Rapids,1450 Forest Hill Ave SE,Michigan Grand Rapids 1450 Forest Hill Ave SE,42.9367008,-85.5538117,0,0,School Incidents,Killed: 0 Injured:0
2175928,11/22/2021,North Carolina,Charlotte,2700 Dorchester Pl,North Carolina Charlotte 2700 Dorchester Pl,35.1965541,-80.8558549,0,0,School Incidents,Killed: 0 Injured:0
2174857,11/22/2021,New Jersey,Clementon,801 Egg Harbor Rd,New Jersey Clementon 801 Egg Harbor Rd,39.8206211,-74.9754893,0,0,School Incidents,Killed: 0 Injured:0
2173382,11/22/2021,Kentucky,Louisville (Shively),2501 Rockford Ln,Kentucky Louisville (Shively) 2501 Rockford Ln,38.1783652,-85.8437848,0,0,School Incidents,Killed: 0 Injured:0
2170898,11/19/2021,Colorado,Aurora,1250 Chambers Rd,Colorado Aurora 1250 Chambers Rd,39.7345184,-104.8091658,0,3,School Incidents,Killed: 0 Injured:3
2170821,11/19/2021,Utah,Salt Lake City (West Valley City),4195 S 3200 W,Utah Salt Lake City (West Valley City) 4195 S 3200 W,40.6797776,-111.9665457,0,0,School Incidents,Killed: 0 Injured:0
2170474,11/18/2021,Kentucky,Louisville,4615 Taylor Blvd,Kentucky Louisville 4615 Taylor Blvd,38.1742786,-85.7812249,0,0,School Incidents,Killed: 0 Injured:0
2171130,11/18/2021,Tennessee,Clarksville,146 Cunningham Ln,Tennessee Clarksville 146 Cunningham Ln,36.5736436,-87.411765,0,0,School Incidents,Killed: 0 Injured:0
2170296,11/18/2021,South Carolina,Sumter,5121 Frierson Rd,South Carolina Sumter 5121 Frierson Rd,33.985576,-80.482481,0,0,School Incidents,Killed: 0 Injured:0
2170340,11/18/2021,Ohio,Warren,528 Educational Hwy NW,Ohio Warren 528 Educational Hwy NW,41.2804517,-80.8248031,0,0,School Incidents,Killed: 0 Injured:0
2173798,11/17/2021,Georgia,Evans,533 Blue Ridge Dr,Georgia Evans 533 Blue Ridge Dr,33.5378201,-82.1009646,0,0,School Incidents,Killed: 0 Injured:0
2170106,11/17/2021,Wisconsin,Verona,234 Wildcat Way,Wisconsin Verona 234 Wildcat Way,42.9843072,-89.5542541,0,0,School Incidents,Killed: 0 Injured:0
2170218,11/17/2021,North Carolina,Greensboro,801 N Josephine Boyd St,North Carolina Greensboro 801 N Josephine Boyd St,36.0826532,-79.8144408,0,0,School Incidents,Killed: 0 Injured:0
2170827,11/17/2021,Texas,Midland,906 W Illinois Ave,Texas Midland 906 W Illinois Ave,31.9994115,-102.085754,0,0,School Incidents,Killed: 0 Injured:0
2170065,11/17/2021,Virginia,Woodbridge,14800 Darbydale Ave,Virginia Woodbridge 14800 Darbydale Ave,38.6347339,-77.3404179,0,0,School Incidents,Killed: 0 Injured:0
2170920,11/17/2021,Massachusetts,Fall River,460 Elsbree St,Massachusetts Fall River 460 Elsbree St,41.715646,-71.1266055,0,0,School Incidents,Killed: 0 Injured:0
2169953,11/17/2021,Massachusetts,Boston,375 Bremen St,Massachusetts Boston 375 Bremen St,42.3780342,-71.0277556,0,0,School Incidents,Killed: 0 Injured:0
2168589,11/16/2021,South Carolina,Greenville,100 Pine Knoll Dr,South Carolina Greenville 100 Pine Knoll Dr,34.8883052,-82.3563779,0,0,School Incidents,Killed: 0 Injured:0
2169378,11/16/2021,Louisiana,Baton Rouge,2680 Bogan Walk,Louisiana Baton Rouge 2680 Bogan Walk,30.4590619,-91.1613964,0,0,School Incidents,Killed: 0 Injured:0
2170031,11/16/2021,Texas,Lubbock,819 Gilbert Dr,Texas Lubbock 819 Gilbert Dr,33.5899303,-102.0287226,0,0,School Incidents,Killed: 0 Injured:0
2169997,11/16/2021,Texas,Houston,9220 Hughes Rd,Texas Houston 9220 Hughes Rd,29.5823551,-95.2481332,0,0,School Incidents,Killed: 0 Injured:0
2168566,11/16/2021,Kentucky,Louisville,6415 Outer Loop,Kentucky Louisville 6415 Outer Loop,38.1397558,-85.638509,0,0,School Incidents,Killed: 0 Injured:0
2301482,11/16/2021,Tennessee,Memphis,658 W Mitchell Rd,Tennessee Memphis 658 W Mitchell Rd,35.057026,-90.0848977,0,0,School Incidents,Killed: 0 Injured:0
2169624,11/16/2021,Virginia,Woodbridge,14800 Darbydale Ave,Virginia Woodbridge 14800 Darbydale Ave,38.6347339,-77.3404179,0,0,School Incidents,Killed: 0 Injured:0
2168067,11/16/2021,Oregon,Salem,4962 Hayesville Dr NE,Oregon Salem 4962 Hayesville Dr NE,44.9903159,-122.9603484,0,0,School Incidents,Killed: 0 Injured:0
2167672,11/15/2021,Arkansas,Little Rock,1500 S Park St,Arkansas Little Rock 1500 S Park St,34.7367644,-92.2989042,0,0,School Incidents,Killed: 0 Injured:0
2167661,11/15/2021,South Carolina,Greenville,122 Deoyley Ave,South Carolina Greenville 122 Deoyley Ave,34.8072206,-82.3894255,0,0,School Incidents,Killed: 0 Injured:0
2169455,11/15/2021,Louisiana,Opelousas,730 S Market St,Louisiana Opelousas 730 S Market St,30.5263525,-92.0861713,0,0,School Incidents,Killed: 0 Injured:0
2170915,11/15/2021,Nebraska,Lincoln,2200 Dodge St,Nebraska Lincoln 2200 Dodge St,40.8552859,-96.6877987,0,0,School Incidents,Killed: 0 Injured:0
2168526,11/12/2021,Illinois,Belvidere,1500 East Ave,Illinois Belvidere 1500 East Ave,42.2423772,-88.8272478,0,0,School Incidents,Killed: 0 Injured:0
2165411,11/12/2021,Georgia,Conyers,3551 Underwood Rd SE,Georgia Conyers 3551 Underwood Rd SE,33.59514,-83.991431,0,0,School Incidents,Killed: 0 Injured:0
2165306,11/12/2021,Florida,Fort Lauderdale (Oakland Park),700 NE 56th St,Florida Fort Lauderdale (Oakland Park) 700 NE 56th St,26.1942282,-80.1365778,0,0,School Incidents,Killed: 0 Injured:0
2167047,11/12/2021,Texas,Odessa,1301 Dotsy Ave,Texas Odessa 1301 Dotsy Ave,31.8514407,-102.382476,0,0,School Incidents,Killed: 0 Injured:0
2170528,11/11/2021,California,Barstow,430 S 1st Ave,California Barstow 430 S 1st Ave,34.8945549,-117.0286061,0,0,School Incidents,Killed: 0 Injured:0
2164701,11/11/2021,Missouri,Kansas City (Raytown),8211 Sterling Ave,Missouri Kansas City (Raytown) 8211 Sterling Ave,38.9736311,-94.4492444,0,0,School Incidents,Killed: 0 Injured:0
2164595,11/11/2021,Minnesota,Saint Paul,295 Rice St,Minnesota Saint Paul 295 Rice St,44.9513717,-93.105472,0,0,School Incidents,Killed: 0 Injured:0
2164075,11/10/2021,Virginia,Virginia Beach,2001 Concert Dr,Virginia Virginia Beach 2001 Concert Dr,36.7796829,-76.1006446,0,0,School Incidents,Killed: 0 Injured:0
2164812,11/10/2021,New Mexico,Roswell,1700 W Alameda St,New Mexico Roswell 1700 W Alameda St,33.389868,-104.5480939,0,0,School Incidents,Killed: 0 Injured:0
2164693,11/10/2021,Indiana,Indianapolis,2215 W Washington St,Indiana Indianapolis 2215 W Washington St,39.7651604,-86.199171,0,0,School Incidents,Killed: 0 Injured:0
2164686,11/10/2021,Pennsylvania,Greensburg,65 Mennel Dr,Pennsylvania Greensburg 65 Mennel Dr,40.3243848,-79.5397626,0,0,School Incidents,Killed: 0 Injured:0
2163320,11/9/2021,Maryland,Salisbury,300 E College Ave,Maryland Salisbury 300 E College Ave,38.3464671,-75.5944247,0,0,School Incidents,Killed: 0 Injured:0
2163553,11/9/2021,Minnesota,Saint Paul,2416 11th Ave,Minnesota Saint Paul 2416 11th Ave,45.013815,-92.9987227,0,0,School Incidents,Killed: 0 Injured:0
2164702,11/9/2021,Missouri,Kansas City (Raytown),8211 Sterling Ave,Missouri Kansas City (Raytown) 8211 Sterling Ave,38.9736311,-94.4492444,0,0,School Incidents,Killed: 0 Injured:0
2163701,11/9/2021,Mississippi,Biloxi,1845 Tribe Dr,Mississippi Biloxi 1845 Tribe Dr,30.43298,-88.9473718,0,0,School Incidents,Killed: 0 Injured:0
2163430,11/8/2021,Delaware,Wilmington,1801 Milltown Rd,Delaware Wilmington 1801 Milltown Rd,39.7269802,-75.6752071,0,0,School Incidents,Killed: 0 Injured:0
2163331,11/8/2021,Maryland,Baltimore,1100 Covington St,Maryland Baltimore 1100 Covington St,39.2767474,-76.6075137,0,0,School Incidents,Killed: 0 Injured:0
2164070,11/8/2021,South Carolina,Aiken,449 Rutland Dr,South Carolina Aiken 449 Rutland Dr,33.5776229,-81.7122825,0,0,School Incidents,Killed: 0 Injured:0
2164691,11/8/2021,New York,Plattsburgh,1585 Military Tpke,New York Plattsburgh 1585 Military Tpke,44.6932016,-73.5177368,0,0,School Incidents,Killed: 0 Injured:0
2170112,11/8/2021,California,Barstow,430 S 1st Ave,California Barstow 430 S 1st Ave,34.8945549,-117.0286061,0,0,School Incidents,Killed: 0 Injured:0
2164552,11/8/2021,New Mexico,Lovington,701 W Ave K,New Mexico Lovington 701 W Ave K,32.9360903,-103.3571494,0,0,School Incidents,Killed: 0 Injured:0
2162784,11/7/2021,Louisiana,Monroe,700 University Ave,Louisiana Monroe 700 University Ave,32.528963,-92.0762487,0,1,School Incidents,Killed: 0 Injured:1
2163117,11/6/2021,Florida,Oviedo,601 King St,Florida Oviedo 601 King St,28.6707085,-81.217804,0,0,School Incidents,Killed: 0 Injured:0
2167830,11/5/2021,North Carolina,Rockwell,655 Holshouser Rd,North Carolina Rockwell 655 Holshouser Rd,35.5425183,-80.4338691,0,0,School Incidents,Killed: 0 Injured:0
2160197,11/5/2021,Virginia,Hampton,40 Tide Mill Ln,Virginia Hampton 40 Tide Mill Ln,37.054831,-76.373294,0,0,School Incidents,Killed: 0 Injured:0
2164165,11/5/2021,South Carolina,Columbia,120 Sparkleberry Ln,South Carolina Columbia 120 Sparkleberry Ln,34.1115259,-80.8836096,0,0,School Incidents,Killed: 0 Injured:0
2164688,11/5/2021,Florida,Fort Myers,2600 Buckingham Rd,Florida Fort Myers 2600 Buckingham Rd,26.7053377,-81.7248102,0,0,School Incidents,Killed: 0 Injured:0
2159736,11/5/2021,Florida,Fort Lauderdale (Lauderdale Lakes),3050 NW 41st St,Florida Fort Lauderdale (Lauderdale Lakes) 3050 NW 41st St,26.1784862,-80.1840192,0,0,School Incidents,Killed: 0 Injured:0
2159451,11/4/2021,Utah,Salt Lake City (West Valley City),3580 S 3600 W,Utah Salt Lake City (West Valley City) 3580 S 3600 W,40.6953092,-111.9772215,0,0,School Incidents,Killed: 0 Injured:0
